//ID	µØÍ¼±àºÅ	»»ËãºóX×ø±ê	»»ËãºóY×ø±ê	»»ËãºóZ×ø±ê
13384	world	2551.44	225.49	-1678.73
13385	world	1326	310	1713
13385	world	1626	310	1713
13386	world	1326	310	1773
13386	world	1626	310	1773
13387	world	862	230	874
13387	world	862	230	1174
13388	world	922	230	874
13388	world	922	230	1174
13389	world	1891	250	410
13389	world	1591	250	410
13390	world	1326	310	1693
13390	world	1626	310	1693
13390	world	2671.15	221.06	-1982.7
13391	world	1326	310	1753
13391	world	1626	310	1753
13391	world	2457.8	244.82	-1833.33
13392	world	882	230	874
13392	world	882	230	1174
13392	world	2457.8	244.82	-1833.33
13393	world	942	230	874
13393	world	942	230	1174
13393	world	2551.44	225.49	-1678.73
13394	world	1891	250	430
13394	world	1591	250	430
13394	world	2551.44	225.49	-1678.73
13395	world	1028	220	1144
13395	world	1649	220	1534
13398	world	2673.21	220.94	-1959.08
13399	world	2457.8	244.82	-1833.33
13400	world	2457.8	244.82	-1833.33
13401	world	2551.44	225.49	-1678.73
13402	world	2551.44	225.49	-1678.73
13404	world	1686	310	1673
13405	world	1686	310	1733
13406	world	902	230	1134
13407	world	962	230	1134
13408	world	1611	250	430
13409	world	1058	220	984
13409	world	1469	220	1504
13410	world	1326	310	1693
13410	world	1626	310	1693
13410	world	1891	250	390
13410	world	1591	250	390
13411	world	1326	310	1753
13411	world	1626	310	1753
13412	world	882	230	874
13412	world	882	230	1174
13412	world	1891	250	370
13412	world	1591	250	370
13413	world	942	230	874
13413	world	942	230	1174
13414	world	1891	250	430
13414	world	1591	250	430
13418	world	1326	310	1713
13418	world	1626	310	1713
13419	world	1326	310	1773
13419	world	1626	310	1773
13420	world	862	230	874
13420	world	862	230	1174
13421	world	922	230	874
13421	world	922	230	1174
13422	world	1891	250	410
13422	world	1591	250	410
13423	world	1028	220	1144
13423	world	1649	220	1534
13424	world	-2774.3	402.95	2975.34
13425	world	-2774.3	402.95	2975.34
13428	world	902	230	1134
13429	world	962	230	1134
13429	world	1611	250	430
13430	world	-2774.3	402.95	2975.34
13431	world	1686	310	1673
13432	world	1686	310	1733
13433	world	1058	220	984
13433	world	1469	220	1504
13435	world	1326	310	1693
13435	world	1626	310	1693
13435	world	1891	250	390
13435	world	1591	250	390
13436	world	1326	310	1753
13436	world	1626	310	1753
13437	world	882	230	874
13437	world	882	230	1174
13437	world	1353.05	224.28	1487.9
13437	world	1891	250	370
13437	world	1591	250	370
13438	world	942	230	874
13438	world	942	230	1174
13439	world	1891	250	430
13439	world	1591	250	430
13440	world	1326	310	1713
13440	world	1626	310	1713
13441	world	1326	310	1773
13441	world	1626	310	1773
13442	world	862	230	874
13442	world	862	230	1174
13443	world	922	230	874
13443	world	922	230	1174
13444	world	1891	250	410
13444	world	1591	250	410
13445	world	1409	220	1524
13446	world	1649	220	1534
13455	world	1686	310	1673
13455	world	1058	220	984
13456	world	1686	310	1733
13457	world	902	230	1134
13458	world	962	230	1134
13459	world	1611	250	430
13460	world	1088	220	1084
13460	world	1589	220	1474
13462	world	1326	310	1693
13462	world	1626	310	1693
13462	world	1891	250	390
13462	world	1591	250	390
13463	world	1326	310	1753
13463	world	1626	310	1753
13464	world	882	230	874
13464	world	882	230	1174
13464	world	1891	250	370
13464	world	1591	250	370
13465	world	942	230	874
13465	world	942	230	1174
13466	world	1891	250	430
13466	world	1591	250	430
13467	world	1326	310	1713
13467	world	1626	310	1713
13468	world	1326	310	1773
13468	world	1626	310	1773
13469	world	862	230	874
13469	world	862	230	1174
13470	world	922	230	874
13470	world	922	230	1174
13471	world	1891	250	410
13471	world	1591	250	410
13472	world	1028	220	1144
13472	world	1649	220	1534
13473	world	1038	220	924
13473	world	1409	220	1524
13482	world	1686	310	1673
13483	world	1686	310	1733
13484	world	902	230	1134
13485	world	962	230	1134
13486	world	1611	250	430
13487	world	1058	220	984
13487	world	1469	220	1504
13489	world	1016.95	223.25	3182.04
13490	world	1013.73	223.25	3202.35
13490	world	-1740.91	223.67	138.15
13491	world	-1738.3	238.92	-14.22
13491	world	-224.85	221.73	-1990.13
13492	world	-225.05	221.73	-1980.91
13493	world	1556.56	238.31	3197.07
13493	world	-138	219.39	-252.41
13493	world	-1910.51	527.42	-2118.09
13494	world	1526.29	238.31	3233.18
13494	world	-53.38	219.39	-296.8
13494	world	-1922.62	527.42	-2123.09
13495	world	1523.68	238.31	3242.94
13495	world	-99.83	219.39	-259.5
13495	world	-1970.84	527.42	-2096.86
13496	world	999.29	222.03	4274.97
13496	world	129.71	228.82	945.22
13496	world	-1778.34	538.04	-1237.99
13497	world	991.21	222.03	4285.33
13497	world	130.82	228.82	1002.94
13497	world	-1746.81	538.04	-1244.69
13498	world	901	229.77	4195.35
13498	world	223.48	228.82	1100.21
13498	world	-1766.41	538.04	-1225.09
13499	world	373.53	225.19	125.22
13500	world	401.27	225.19	114.8
13501	world	369.09	225.19	138.5
13502	world	2195.49	225.52	1639.42
13502	world	1859.68	239.4	78.75
13503	world	2196.34	225.52	1649.7
13503	world	1864.23	239.4	95.48
13504	world	2201.24	225.52	1630.29
13504	world	1846.68	239.4	81.42
13505	world	2355.19	218.95	2874.96
13506	world	2334.38	218.95	2872.8
13507	world	-303.3	229.56	2029.79
13507	world	287.98	234.16	1819.2
13508	world	-299.2	229.56	2211.98
13508	world	274.38	234.16	1821.32
13509	world	-253.6	229.56	2067.13
13509	world	303.56	234.16	1822.16
13510	world	-614.27	219.22	2755.81
13510	world	-2785.9	525.59	422.65
13511	world	-617.9	219.22	2741.75
13511	world	-2784.18	525.59	440.36
13512	world	-676.8	219.22	2653.67
13512	world	-2772.64	525.59	304.24
13513	world	-2761.34	533.54	852.58
13514	world	-2788.42	533.54	971.68
13515	world	-2855.69	533.54	979.74
13516	world	809.28	261.97	-2166.57
13516	world	1526.69	219.64	-1821.04
13517	world	817.85	261.97	-2176.73
13517	world	1534.19	219.64	-1837.44
13518	world	848.56	248.4	-2204.07
13518	world	1510.28	219.64	-1852.33
13519	world	2735.37	246.14	4222.2
13519	world	235.82	222.91	-849.76
13520	world	2748.44	246.14	4200.68
13520	world	370.94	222.91	-886.91
13521	world	2606.55	246.14	4235.73
13521	world	351.21	222.91	-990.46
13522	world	1478.45	280.91	-1341.99
13523	world	1478.45	280.91	-1341.99
13524	world	2832.85	302.77	673.7
13524	world	2451.22	286.46	249.24
13524	world	2375.18	270.68	-658.6
13525	world	2828.31	302.77	706.73
13525	world	2414.81	286.46	240.46
13525	world	2339.08	270.68	-665.49
13526	world	2830.28	302.77	639.7
13526	world	2487.62	286.46	241.76
13526	world	2411.23	270.68	-665.83
13527	world	-2483.36	218.1	3374
13527	world	-2160.9	230.83	3285.22
13528	world	-2482.58	218.1	3353.29
13529	world	-2421.7	231.21	2648.88
13529	world	-2780.02	260.29	1993.78
13529	world	-1742.73	222.11	2249.29
13530	world	-2419.62	231.21	2668.21
13530	world	-2768.8	260.29	2060.7
13530	world	-1743.14	222.11	2202.8
13531	world	-2456.97	215.22	4224.25
13531	world	-1536.59	241.24	4176.96
13531	world	-773.25	253.87	4169.34
13531	world	-1519.53	220.95	2582.49
13532	world	-2418.73	215.22	4224.24
13532	world	-1534.22	249.65	4155.22
13532	world	-755.04	253.87	4165.65
13532	world	-1549.91	220.95	2611.64
13536	world	1527.68	219.73	1502.4
13537	world	1059.35	222.51	1034.81
13538	world	1557.08	221.05	540.68
13539	world	1527.78	219.76	1511.38
13540	world	1050.15	222.82	1034.91
13541	world	1562.86	221.62	540.78
13543	world	1527.88	219.78	1516.74
13544	world	1042.55	222.77	1035.01
13545	world	1567.46	222.05	540.88
13547	world	1527.98	219.83	1524.08
13549	world	966.38	223.25	3245.5
13549	world	-1717.7	219.65	147.06
13549	world	-321.67	221.73	-1935.22
13550	world	1579.41	231.75	3409.74
13550	world	-60.19	219.39	-357.98
13550	world	-1917.73	527.42	-2119.73
13551	world	946.77	222.03	4280.49
13551	world	118.52	228.82	964.73
13551	world	-1896.81	538.04	-1305.77
13552	world	488.66	225.19	87.05
13553	world	2276.84	225.52	1682.38
13553	world	1815.46	231.92	157.37
13554	world	2431.17	218.95	2780.66
13555	world	-399.92	229.56	2108.28
13555	world	163.25	228.88	1880.03
13556	world	-669.47	219.22	2667.94
13556	world	-2743.03	525.59	308.83
13557	world	-2863.48	533.54	955.64
13558	world	827.4	234.69	-2255.25
13558	world	1570.74	219.64	-1654.64
13559	world	2639.57	246.14	4104.13
13559	world	391.77	222.91	-918.16
13560	world	1457.34	280.91	-1322.24
13561	world	2813.69	302.77	673.28
13561	world	2450.7	286.46	228.42
13561	world	2375.18	270.68	-700.04
13562	world	-2534.78	218.1	3507.29
13562	world	-2226.59	218.11	3115.06
13563	world	-2559.08	220.73	2731.27
13563	world	-2691.75	220.77	2168.34
13563	world	-1648.04	218.07	2209.62
13564	world	-2555.29	215.22	4197.53
13564	world	-1519.88	227.49	4281.57
13564	world	-826.73	231.25	4268.6
13564	world	-1527	220.95	2664.64
13616	world	2628.18	274.41	-1738.17
13617	world	-2718.35	411.35	3069.64
13622	world	1114	219.65	944
13622	world	1114	219.65	954
13622	world	1114	219.65	964
13622	world	1114	219.65	974
13622	world	1114	219.65	984
13622	world	1114.1	219.65	994
13622	world	1114	219.65	1004
13622	world	1114	219.65	1014
13622	world	1114	219.65	1125
13622	world	1114	219.65	1117
13622	world	1114	219.65	1104
13622	world	1114	219.65	1094
13622	world	1114	219.65	1084
13622	world	1114	219.65	1074
13622	world	1114	219.65	1064
13622	world	1114	219.65	1054
13622	world	1114	219.65	1034
13622	world	1429	220	1452.97
13622	world	1439	220	1452.87
13622	world	1449	220	1452.77
13622	world	1459	220	1452.67
13622	world	1469	220	1452.57
13622	world	1479	220	1452.47
13622	world	1489	220	1452.37
13622	world	1629	220	1452.77
13622	world	1619	220	1452.67
13622	world	1609	220	1452.57
13622	world	1599	220	1452.47
13622	world	1589	220	1452.37
13622	world	1579	220	1452.27
13622	world	1569	220	1452.17
13622	world	1499	220	1452.27
13622	world	1559	220	1452.07
13622	world	1549	220	1451.97
13622	world	1509	220	1452.17
13622	world	1519	220	1452.07
13622	world	1529	220	1451.97
13622	world	1539	220	1451.87
13622	world	1526.19	224.31	1421.29
13622	world	1531.9	224.31	1421.2
13623	world	1611	221.43	642.93
13623	world	1601	221.43	642.83
13623	world	1591	221.43	642.73
13623	world	1581	221.43	642.63
13623	world	1571	221.43	642.53
13623	world	1561	221.43	642.43
13623	world	1448	221.77	643.04
13623	world	1458	221.77	642.94
13623	world	1468	221.77	642.84
13623	world	1478	221.77	642.74
13623	world	1488	221.77	642.64
13623	world	1498	221.77	642.54
13623	world	1529.9	229.3	642.26
13623	world	1539.67	229.3	642.33
13623	world	1519.18	229.3	642.44
13624	world	1651	259.32	663
13624	world	1641	259.32	663
13624	world	1631	259.32	663
13624	world	1621	259.32	663
13624	world	1611	259.32	663
13624	world	1601	259.32	663
13624	world	1591	259.32	663
13624	world	1581	259.32	663
13624	world	1571	259.32	663
13624	world	1561	259.32	663
13624	world	1411	259.32	663
13624	world	1421	259.32	663
13624	world	1431	259.32	663
13624	world	1441	259.32	663
13624	world	1451	259.32	663
13624	world	1461	259.32	663
13624	world	1471	259.32	663
13624	world	1481	259.32	663
13624	world	1491	259.32	663
13624	world	1501	259.32	663
13625	world	1529.02	224.32	1424.2
13626	world	1565.7	219.62	1405.82
13627	world	1493.78	219.62	1401.54
13628	world	1565.64	219.62	1406.35
13629	world	1565.82	219.62	1405.39
13630	world	1565.25	219.62	1405.49
13631	world	1565.35	219.62	1405.84
13639	world	1372.352	320.659	2157.234
13640	world	475.47	222.45	3107.58
13640	world	-1513.06	256.52	773.03
13640	world	-389.66	221.69	-1186.74
13641	world	394.63	266.1	3313.6
13641	world	-1468.44	254.23	865.32
13641	world	-1438.1	247.96	1171.77
13641	world	1590.85	219.71	1356.89
13641	world	1693.67	219.71	1030.32
13641	world	1820.01	219.71	719.9
13641	world	1360.91	219.71	727.78
13641	world	1301.35	219.71	1035.05
13641	world	1230	219.74	1382.27
13641	world	-560.73	219.11	-1392.86
13641	world	-747.86	218.37	-1078.17
13662	world	332	266	3351.67
13662	world	-1544.93	258.62	962.41
13662	world	1320.57	219.61	924.11
13662	world	-713.99	218.98	-1219.86
13663	world	1283.333	219.617	1018.621
13703	world	307.23	270.09	3377.78
13704	world	-730.32	219.1	-1219.35
13705	world	-1541.12	258.62	966.08
13776	world	1490.33	219.12	-2532.46
13776	world	1161.84	225.28	-2535.82
13777	world	1752.95	223.22	-2466.2
13781	world	1209.99	227.82	798.34
13851	world	1707.78	221.2	978.62
13852	world	-2692.41	379.02	3078.35
13853	world	2620.41	263.46	-1743.38
13854	world	330.04	270.09	3369.57
13854	world	330.27	270.13	3369.94
13855	world	-723.79	219.1	-1221.49
13856	world	-1531.24	258.59	976.36
13869	world	319.36	270.07	3276.83
13869	world	385.91	266	3300.01
13869	world	-1399.73	253.03	894.65
13869	world	1213.35	219.61	1055.53
13869	world	-787.58	221.77	-1301.75
13872	world	-2831.4	379.01	3110.96
13872	world	2678.14	241.87	-1714.5
13935	world	-2834.94	379.06	3072.72
13935	world	282.6	270	3293.62
13935	world	382.19	265.98	3354.65
13935	world	-1379.28	253.01	888.49
13935	world	1229.55	219.62	1100.07
13935	world	-664.44	219.31	-1337.93
13935	world	2645.07	227.93	-1838.27
13937	world	1792.28	283.99	2152.28
13938	world	-1194.71	522.2	175.48
13939	world	636.37	371.68	-1190.8
14085	world	2369.36	222.11	-1777.2
14086	world	653.11	226	3023.54
14087	world	-384.23	225.92	-1297.12
14087	world	-464.2	220.84	-980.34
14088	world	-1708.67	314.33	870.65
14089	a23	111.21	337.91	-342.85
14090	world	1311.5	219.61	915.75
14147	world	1480.09	240.18	1079.32
14188	world	1480.34	240.18	1110.22
14189	world	1509.12	240.18	1110.21
14190	world	1549.56	240.18	1110.53
14191	world	1574.98	240.18	1111.33
14192	world	1575.51	240.18	1079.14
14193	world	1608.02	240.18	1079.15
14194	world	1607.68	240.18	1052.32
14195	world	1607.34	240.18	1013.64
14196	world	1608.33	240.18	986.15
14197	world	1576.75	240.18	986.67
14198	world	1576.37	240.18	953.23
14199	world	1548.54	240.18	953.57
14200	world	1510.49	240.18	953.35
14201	world	1481.44	240.18	953.61
14202	world	1480.71	240.18	986
14203	world	1451.02	240.18	986.33
14204	world	1451.02	240.18	1014.05
14205	world	1450.45	240.18	1051.93
14206	world	1449.67	240.18	1078.84
14209	a05	72.04	332.25	99.37
14209	a05	-187.14	333.82	124.36
14210	a07	65.32	335.06	-113.5
14210	a07	-207.1	333.54	66.73
14211	a06	184.72	332.39	194.2
14211	a06	-352.69	334.02	314.55
14212	a08	-54.39	352.51	55.34
14212	a08	-35.16	332.64	-55.28
14213	a09	-117.59	334.88	-157.91
14213	a09	428.97	332.56	178.46
14214	a09	175.97	332.18	-98.48
14214	a09	428.77	332.56	185.3
14215	a09	226.04	335.63	-423.23
14215	a09	428.42	332.56	192.11
14216	a10	-141.32	332.55	84.06
14216	a10	-13.5	332.55	214.67
14217	a10	199.92	332.55	-26.22
14217	a10	-20.45	332.55	214.72
14218	a10	198.37	332.38	-157.98
14218	a10	-27.38	332.55	214.82
14219	a11	439.95	308.7	-378.61
14219	a11	-105.42	308.11	130.5
14220	a11	-336.77	316.78	-381.91
14220	a11	-100.08	308.11	130.47
14221	a11	-17.37	306.31	-316.72
14221	a11	-94.69	308.11	130.57
14222	a11	438.29	308.61	383.76
14222	a11	-89.17	308.11	130.51
14223	a11	-255.29	306.86	262.19
14223	a11	-84.01	308.11	130.4
14224	a14	260.39	333.92	221.74
14224	a14	-241.67	336.72	205.45
14225	a14	295.4	332.66	-184.15
14225	a14	-245.24	336.72	200.36
14226	a14	301.74	332.66	-189.33
14226	a14	-249.79	336.72	196.26
14227	a15	216.36	332.7	358.35
14227	a15	-260.93	332.7	411.24
14228	a15	-175.76	332.7	272.84
14228	a15	-261.02	332.7	406.86
14229	a15	290.74	332.7	-131.66
14229	a15	-260.67	332.7	402
14230	a15	290.21	332.7	-186.55
14230	a15	-260.81	332.7	397.55
14231	a16	121.32	255.48	-24.9
14231	a16	-170.9	254.78	-419.07
14232	a16	155.21	254.44	397.47
14232	a16	-163.7	254.78	-421.6
14233	a16	-200.85	291.75	432.38
14233	a16	-156.65	254.78	-423.97
14234	a17	-201.23	291.81	424.76
14234	a17	-183.88	256.94	-431.51
14235	a17	96.36	256.82	-26.84
14235	a17	-179.46	256.94	-425.86
14236	a17	140.45	260.13	351.41
14236	a17	-173.55	256.94	-421.48
14237	a23	-388.4	609.49	250.61
14237	a23	346.23	609.07	-259.83
14238	a23	-283.36	609.6	107.61
14238	a23	345.46	609.07	-254.69
14239	a23	-381.59	610.24	-339.06
14239	a23	345.09	609.07	-249.38
14240	a23	46.43	610.45	-401.99
14240	a23	322.26	608.2	-244.72
14241	a24	379.43	163.3	130.14
14241	a24	-397.22	162.97	456.91
14242	a24	438.46	163.15	-30.28
14242	a24	-391.92	162.97	456.85
14243	a24	-116.37	163.19	-191.32
14243	a24	-386.15	162.97	456.57
14244	a24	436.88	162.31	-320.39
14244	a24	-380.4	162.97	456.57
14281	world	1325.26	219.61	969.42
14285	world	1326.22	219.61	971.83
14286	world	1333.36	219.61	971.93
14294	world	1607.46	240.18	1032.88
14295	world	1529.27	219.71	1460.15
14296	world	1525.25	219.71	1460.25
14297	world	1533.27	219.71	1460.35
14298	world	1533.37	219.71	1452.09
14299	world	1525.66	219.71	1452.19
14333	world	-2252.27	220.67	2245.99
14333	world	-2907.36	258.51	1981.89
14335	world	1305.99	219.62	942.78
14335	world	2378.87	219.52	151.62
14335	world	734	252.01	-2194.39
14335	world	2632.38	228.02	-1854.2
14336	world	-2713.49	379.02	3067.25
14337	world	-2714.36	379.02	3120.41
14347	world	-2828.39	379.02	3067.48
14347	world	-2674.54	218.28	2009.79
14347	world	-1630.23	217.95	2289.87
14347	world	1338.43	219.61	941.92
14356	world	-2728.14	379.02	3110.32
14356	world	316.47	269.98	3279.35
14356	world	-1522.1	255.93	978.73
14356	world	1337.47	219.61	918.82
14356	world	-704.53	218.98	-1216.32
14356	world	2662.75	228.22	-1818.02
14357	a31	-468.25	130.45	466.33
14358	a31	-468.12	130.27	449.65
14359	a31	-467.96	130.31	432.06
14366	a31	-417.39	90.89	-482.13
14366	a31	-429.87	91.4	-448.73
14366	a31	-469.9	91.43	-446.98
14375	a31	-469.8	91.43	-439.51
14376	a31	-469.7	91.43	-436.92
14377	a31	-429.77	91.4	-441.08
14378	a31	-429.67	91.4	-438.4
14379	a31	-409.66	90.89	-482.3
14380	a31	-406.86	90.89	-482.27
14393	a31	-469.5	91.43	-425.64
14394	a31	-469.6	91.43	-431.62
14399	world	330.35	266	3347.69
14399	world	-1509.32	253.01	993.52
14399	world	1280.83	219.72	1040.76
14399	world	-544.67	219	-1405.93
14426	world	1338.43	219.61	946.27
14429	world	1257.33	219.61	1111.18
14441	world	1205.02	219.61	1141.82
14444	world	1749.61	220.05	189.45
14447	world	1647.53	219.72	-178.84
14455	a31	-470.79	91.55	-441.91
14455	a31	-466.97	130.45	466.3
14456	a31	-431.48	91.55	-443.56
14456	a31	-466.82	130.36	449.92
14457	a31	-412.95	91.55	-479.22
14457	a31	-466.82	130.63	432.07
14458	a31	-417.36	91.52	-484.02
14459	a31	-417.3	91.57	-484.92
14461	a31	-468.02	91.54	-439.68
14462	a31	-467.58	91.54	-439.67
14463	a31	-467.12	91.54	-439.67
14467	a31	-427.94	91.54	-441.11
14468	a31	-427.29	91.54	-441.11
14469	a31	-426.67	91.54	-441.11
14473	a31	-409.75	91.52	-484.07
14474	a31	-409.76	91.52	-484.55
14475	a31	-409.79	91.52	-485
14479	a31	-468.01	91.54	-436.99
14480	a31	-467.57	91.54	-436.98
14481	a31	-467.12	91.54	-436.98
14482	a31	-427.9	91.54	-438.21
14483	a31	-427.26	91.54	-438.21
14484	a31	-426.57	91.54	-438.21
14485	a31	-407	91.52	-484.03
14486	a31	-407.01	91.52	-484.47
14487	a31	-407.01	91.52	-484.95
14488	a31	-467.91	91.54	-431.65
14489	a31	-467.21	91.54	-431.63
14490	a31	-427.63	91.57	-431.09
14491	a31	-426.73	91.57	-431.03
14492	a31	-399.83	91.52	-484.18
14493	a31	-399.83	91.52	-484.9
14494	a31	-467.81	91.55	-425.55
14495	a31	-467.1	91.55	-425.58
14496	a31	-427.65	91.53	-424.4
14497	a31	-426.56	91.53	-424.48
14498	a31	-392.54	91.52	-484.17
14499	a31	-392.57	91.52	-485.02
14511	world	-2347.99	227.43	-263.79
14514	world	-1164.37	523.47	175.11
14519	a31	-429.57	91.35	-431.18
14520	a31	-399.66	90.89	-482.39
14521	a31	-429.53	91.35	-424.4
14522	a31	-392.21	90.89	-482.54
14532	a31	-379.93	91.55	-322.84
14533	a31	-439.13	81.44	-365.08
14534	a31	-306.41	98.62	-41.71
14535	a31	-179.5	107.55	-237.82
14536	a31	-306.4	101.28	-80.24
14537	a31	-253.77	98.62	-42.57
14538	a31	-336.49	105.86	-253.05
14539	a31	-417.08	81.44	-353.5
14540	a31	-306.31	98.62	-41.61
14541	a31	-173.65	107.55	-261.01
14542	a31	-306.3	101.28	-80.14
14543	a31	-350.77	88.95	-2.97
14544	a31	-336.49	105.86	-253.05
14545	a31	-417.31	81.44	-364.98
14546	a31	-306.31	98.62	-41.61
14547	a31	-173.65	107.55	-261.01
14548	a31	-306.3	101.28	-80.14
14549	a31	-350.77	88.95	-2.97
14550	a31	-336.49	105.86	-253.05
14551	a31	-422.35	81.44	-353.4
14552	a31	-306.31	98.62	-41.61
14553	a31	-179.4	107.55	-237.72
14554	a31	-306.3	101.28	-80.14
14555	a31	-236.47	128.53	348.42
14555	a31	-253.77	98.62	-42.57
14556	a31	-336.49	105.86	-253.05
14557	a31	-422.48	81.44	-364.78
14558	a31	-306.31	98.62	-41.61
14559	a31	-173.65	107.55	-261.01
14560	a31	-306.3	101.28	-80.14
14561	a31	-341.61	128.53	286.28
14561	a31	-369.42	98.62	-43.29
14562	a31	-336.49	105.86	-253.05
14563	a31	-422.48	81.44	-364.78
14564	a31	-306.31	98.62	-41.61
14565	a31	-173.65	107.55	-261.01
14566	a31	-306.3	101.28	-80.14
14567	a31	-236.37	128.53	348.52
14567	a31	-250.36	88.95	-2.87
14570	a31	16.19	90.45	-449.7
14570	a31	334.96	259.03	-382.84
14571	a31	-56.48	92.89	-409.55
14571	a31	431.66	263.01	-471.31
14572	a31	473.16	266.01	-304.16
14573	a31	473.57	266.01	-191.62
14574	a31	289.65	259.03	-179.94
14575	a31	197.39	259.03	-165.94
14578	a31	-33.61	90.45	-484.85
14578	a31	335.06	259.03	-382.74
14579	a31	-69.6	92.89	-381.99
14579	a31	431.71	263.01	-367.97
14580	a31	442.05	266.01	-191.42
14581	a31	473.67	266.01	-191.52
14582	a31	277.98	259.03	-185.78
14583	a31	180.83	259.03	-229.44
14586	a31	-33.61	90.45	-484.85
14586	a31	335.06	259.03	-382.74
14587	a31	-69.6	92.89	-381.99
14587	a31	431.71	263.01	-367.97
14588	a31	442.05	266.01	-191.42
14589	a31	473.67	266.01	-191.52
14590	a31	278.08	259.03	-173.05
14591	a31	180.83	259.03	-229.44
14594	a31	10.54	90.45	-439.53
14594	a31	340.8	259.03	-382.64
14595	a31	-57.56	92.89	-397.74
14595	a31	278.88	259.03	-424.63
14596	a31	400.88	263.01	-303.83
14597	a31	473.77	266.01	-191.42
14598	a31	287.91	259.03	-174.68
14599	a31	75.79	92.89	-137.46
14600	a31	-45.42	92.89	-130.42
14601	a31	-9.51	92.89	-104.64
14602	a31	-33.51	90.45	-484.75
14602	a31	339.29	259.03	-382.64
14603	a31	-57.7	92.89	-397.14
14603	a31	277.07	259.03	-427.49
14604	a31	400.9	263.01	-296.86
14605	a31	473.77	266.01	-191.42
14606	a31	285.97	259.03	-172.85
14607	a31	72.64	92.89	-124.81
14608	a31	-51.18	92.89	-120.21
14609	a31	-61.99	92.89	-132.36
14610	a31	10.64	90.45	-439.43
14610	a31	338.96	259.03	-382.64
14611	a31	-57.59	92.89	-397.54
14611	a31	277.58	259.03	-427.41
14612	a31	400.41	263.01	-297.28
14613	a31	473.77	266.01	-191.42
14614	a31	292.4	259.03	-172.85
14615	a31	72.74	92.89	-124.71
14616	a31	-45.22	92.89	-130.22
14617	a31	-61.89	92.89	-132.26
14618	a31	177.72	52.96	436.7
14619	a31	388.61	52.97	331.16
14620	a31	409.22	25.61	486.86
14621	a31	136.55	52.96	400.88
14621	a31	476.41	52.99	338.62
14622	a31	423.32	31.68	90.67
14623	a31	451.9	31.68	152.57
14627	a31	177.72	52.96	436.7
14628	a31	388.71	52.97	331.26
14629	a31	365.35	25.61	484.29
14630	a31	289.7	40.26	129.3
14630	a31	247.21	38.8	444.69
14631	a31	466.69	31.68	100.9
14632	a31	452	31.68	152.67
14636	a31	228.31	38.8	405.27
14637	a31	388.71	52.97	331.26
14638	a31	365.35	25.61	484.29
14639	a31	289.7	40.26	129.3
14639	a31	247.21	38.8	444.69
14640	a31	466.69	31.68	100.9
14641	a31	452	31.68	152.67
14645	a31	428.41	39.21	259.44
14646	a31	388.71	52.97	331.26
14647	a31	370.2	25.61	476.93
14648	a31	426.2	52.99	340.6
14649	a31	145.74	32.44	83.56
14650	a31	92.22	52.89	234.59
14651	a31	423.78	31.68	89.99
14651	a31	49.57	52.89	178.84
14652	a31	467.24	31.68	90.79
14652	a31	92.18	52.89	225.98
14653	a31	452.2	31.68	152.87
14653	a31	140.07	53.37	346
14654	a31	177.82	52.96	436.8
14655	a31	388.81	52.97	331.36
14656	a31	365.45	25.61	484.39
14657	a31	289.8	40.26	129.4
14657	a31	247.31	38.8	444.79
14658	a31	377.76	40.26	84.29
14659	a31	154.45	32.44	93.15
14660	a31	423.58	31.68	136.81
14660	a31	64.15	43.79	79.67
14661	a31	467.04	31.68	136.71
14661	a31	-10.92	55.94	79.58
14662	a31	437.97	31.68	152.77
14662	a31	-69.59	48.85	180.39
14663	a31	464.28	39.21	299.18
14664	a31	388.91	52.97	331.46
14665	a31	365.55	25.61	484.49
14666	a31	401.24	25.82	396.61
14667	a31	377.86	40.26	84.39
14668	a31	154.55	32.44	93.25
14669	a31	466.47	32.78	38.53
14669	a31	164.24	32.44	93.35
14670	a31	423.48	31.68	136.71
14670	a31	-10.82	55.94	79.68
14671	a31	115.44	52.89	171.74
14671	a31	452.1	31.68	152.77
14683	world	-392.78	219.25	-1897.29
14689	world	1529.34	232.07	623.74
14689	world	1529.88	224.31	1416.9
14689	world	1126.95	221.65	1032.24
14690	world	1526.19	232.07	623.73
14690	world	1533.37	224.31	1416.75
14690	world	1126.92	221.64	1035.33
14691	world	1532.49	232.05	624.12
14691	world	1526.88	224.31	1416.82
14691	world	1126.94	221.65	1029.12
14692	world	1522.95	232.06	623.84
14692	world	1536.49	224.31	1416.62
14692	world	1127.04	221.66	1038.36
14693	world	1535.96	232.02	624.61
14693	world	1522.77	224.31	1416.54
14693	world	1126.96	221.65	1025.58
14699	world	1215	227.82	798.48
14703	a31	-397.66	55.83	-277.54
14704	a31	-244.43	73.89	-107.25
14705	a31	-399.6	55.83	-277.21
14706	a31	-246.29	73.89	-107.15
14707	a31	-399.5	55.83	-277.11
14708	a31	-246.29	73.89	-107.15
14709	a31	-23.66	92.47	-301
14710	a31	351.78	259.03	-199.01
14711	a31	200.02	259.03	-198.29
14712	a31	-23.76	92.47	-301.1
14713	a31	351.88	259.03	-198.96
14714	a31	200.07	259.03	-198.19
14715	a31	-23.66	92.47	-301
14716	a31	351.88	259.03	-199.02
14717	a31	200.11	259.03	-198.19
14718	a31	322.7	38.76	446.26
14719	a31	259.01	40.27	47.97
